country,number_of_hours,low_upper_band,medium_upper_band
Sweden,5,45283,91542
Sweden,6,54339,109851
Sweden,7,63396,128159
Sweden,8,72452,146468
Sweden,9,81509,164776
Sweden,10,90565,183084
Sweden,11,99622,201393
Sweden,12,108678,219701
Sweden,13,117735,238010
Sweden,14,126791,256318
Sweden,15,135848,274626
Sweden,16,144904,292935
Sweden,17,153961,311243
Sweden,18,163017,329551
Sweden,19,172074,347860
Sweden,20,181130,366168
Sweden,21,190187,384477
Sweden,22,199243,402785
Sweden,23,208300,421093
Sweden,24,217356,439402
Switzerland,1,8286,16750
Switzerland,2,16572,33500
Switzerland,3,24857,50250
Switzerland,4,33143,67000
Switzerland,5,41428,83750
Switzerland,6,49714,100500
Switzerland,7,57999,117250
Switzerland,8,66285,133999
Switzerland,9,74570,150749
Switzerland,10,82856,167499
Switzerland,11,91142,184249
Switzerland,12,99427,200999
Switzerland,13,107713,217749
Switzerland,14,115998,234499
Switzerland,15,124284,251249
Switzerland,16,132569,267998
Switzerland,17,140855,284748
Switzerland,18,149140,301498
Switzerland,19,157426,318248
Switzerland,20,165711,334998
Switzerland,21,173997,351748
Switzerland,22,182283,368498
Switzerland,23,190568,385248
Switzerland,24,198854,401997
Taiwan,1,112602,227633
Taiwan,2,225203,455265
Taiwan,3,337804,682897
Taiwan,4,450405,910529
Taiwan,5,563007,1138161
Taiwan,6,675608,1365793
Taiwan,7,788209,1593425
Taiwan,8,900810,1821057
Taiwan,9,1013412,2048689
Taiwan,10,1126013,2276321
Taiwan,11,1238614,2503953
Taiwan,12,1351215,2731585
Taiwan,13,1463816,2959217
Taiwan,14,1576418,3186849
Taiwan,15,1689019,3414481
Taiwan,16,1801620,3642113
Taiwan,17,1914221,3869745
Taiwan,18,2026823,4097377
Taiwan,19,2139424,4325009
Taiwan,20,2252025,4552642
Taiwan,21,2364626,4780274
Taiwan,22,2477227,5007906
Taiwan,23,2589829,5235538
Taiwan,24,2702430,5463170
Thailand,1,100677,203527
Thailand,2,201354,407053
Thailand,3,302031,610579
Thailand,4,402708,814105
Thailand,5,503385,1017632
Thailand,6,604062,1221158
Thailand,7,704739,1424684
Thailand,8,805416,1628210
Thailand,9,906093,1831737
Thailand,10,1006770,2035263
Thailand,11,1107447,2238789
Thailand,12,1208124,2442315
Thailand,13,1308801,2645841
Thailand,14,1409478,2849368
Thailand,15,1510155,3052894
Thailand,16,1610832,3256420
Thailand,17,1711509,3459946
Thailand,18,1812186,3663473
Thailand,19,1912863,3866999
Thailand,20,2013540,4070525
Thailand,21,2114217,4274051
Thailand,22,2214894,4477577
Thailand,23,2315571,4681104
Thailand,24,2416248,4884630
Tunisia,1,94225,190484
Tunisia,2,188450,380967
Tunisia,3,282675,571450
Tunisia,4,376900,761933
Tunisia,5,471125,952416
Tunisia,6,565350,1142899
Tunisia,7,659575,1333382
Tunisia,8,753800,1523865
Tunisia,9,848025,1714348
Tunisia,10,942250,1904831
Tunisia,11,1036475,2095314
Tunisia,12,1130700,2285798
Tunisia,13,1224925,2476281
Tunisia,14,1319150,2666764
Tunisia,15,1413375,2857247
Tunisia,16,1507600,3047730
Tunisia,17,1601825,3238213
Tunisia,18,1696050,3428696
Tunisia,19,1790275,3619179
Tunisia,20,1884500,3809662
Tunisia,21,1978725,4000145
Tunisia,22,2072950,4190628
Tunisia,23,2167175,4381111
Tunisia,24,2261400,4571595
Turkey,1,83020,167831
Turkey,2,166040,335661
Turkey,3,249059,503492
Turkey,4,332079,671322
Turkey,5,415098,839153
Turkey,6,498118,1006983
Turkey,7,581138,1174814
Turkey,8,664157,1342644
Turkey,9,747177,1510475
Turkey,10,830196,1678305
Turkey,11,913216,1846136
Turkey,12,996236,2013966
Turkey,13,1079255,2181797
Turkey,14,1162275,2349627
Turkey,15,1245294,2517458
Turkey,16,1328314,2685288
Turkey,17,1411334,2853119
Turkey,18,1494353,3020949
Turkey,19,1577373,3188780
Turkey,20,1660392,3356610
Turkey,21,1743412,3524441
Turkey,22,1826431,3692271
Turkey,23,1909451,3860102
Turkey,24,1992471,4027932
Ukraine,1,46717,94442
Ukraine,2,93434,188883
Ukraine,3,140150,283324
Ukraine,4,186867,377765
Ukraine,5,233583,472206
Ukraine,6,280300,566647
Ukraine,7,327016,661088
Ukraine,8,373733,755529
Ukraine,9,420449,849970
Ukraine,10,467166,944411
Ukraine,11,513882,1038852
Ukraine,12,560599,1133293
Ukraine,13,607315,1227734
Ukraine,14,654032,1322175
Ukraine,15,700748,1416616
Ukraine,16,747465,1511057
Ukraine,17,794182,1605499
Ukraine,18,840898,1699940
Ukraine,19,887615,1794381
Ukraine,20,934331,1888822
Ukraine,21,981048,1983263
Ukraine,22,1027764,2077704
Ukraine,23,1074481,2172145
Ukraine,24,1121197,2266586
United Arab Emirates,1,81890,165547
United Arab Emirates,2,163780,331094
United Arab Emirates,3,245670,496641
United Arab Emirates,4,327560,662187
United Arab Emirates,5,409450,827734
United Arab Emirates,6,491340,993281
United Arab Emirates,7,573230,1158828
United Arab Emirates,8,655120,1324374
United Arab Emirates,9,737010,1489921
United Arab Emirates,10,818899,1655468
United Arab Emirates,11,900789,1821015
United Arab Emirates,12,982679,1986561
United Arab Emirates,13,1064569,2152108
United Arab Emirates,14,1146459,2317655
United Arab Emirates,15,1228349,2483202
United Arab Emirates,16,1310239,2648748
United Arab Emirates,17,1392129,2814295
United Arab Emirates,18,1474019,2979842
United Arab Emirates,19,1555909,3145389
United Arab Emirates,20,1637798,3310935
United Arab Emirates,21,1719688,3476482
United Arab Emirates,22,1801578,3642029
United Arab Emirates,23,1883468,3807575
United Arab Emirates,24,1965358,3973122
United Kingdom,1,52420,105971
United Kingdom,2,104840,211942
United Kingdom,3,157260,317912
United Kingdom,4,209680,423883
United Kingdom,5,262099,529854
United Kingdom,6,314519,635824
United Kingdom,7,366939,741795
United Kingdom,8,419359,847766
United Kingdom,9,471779,953736
United Kingdom,10,524198,1059707
United Kingdom,11,576618,1165678
United Kingdom,12,629038,1271648
United Kingdom,13,681458,1377619
United Kingdom,14,733878,1483590
United Kingdom,15,786297,1589560
United Kingdom,16,838717,1695531
United Kingdom,17,891137,1801502
United Kingdom,18,943557,1907472
United Kingdom,19,995977,2013443
United Kingdom,20,1048396,2119414
United Kingdom,21,1100816,2225384
United Kingdom,22,1153236,2331355
United Kingdom,23,1205656,2437325
United Kingdom,24,1258076,2543296
USA,1,73887,149368
USA,2,147774,298735
USA,3,221660,448102
USA,4,295547,597470
USA,5,369433,746837
USA,6,443320,896204
USA,7,517206,1045572
USA,8,591093,1194939
USA,9,664979,1344306
USA,10,738866,1493674
USA,11,812752,1643041
USA,12,886639,1792408
USA,13,960525,1941776
USA,14,1034412,2091143
USA,15,1108298,2240510
USA,16,1182185,2389877
USA,17,1256072,2539245
USA,18,1329958,2688612
USA,19,1403845,2837979
USA,20,1477731,2987347
USA,21,1551618,3136714
USA,22,1625504,3286081
USA,23,1699391,3435449
USA,24,1773277,3584816
Uruguay,1,30134,60919
Uruguay,2,60268,121837
Uruguay,3,90402,182755
Uruguay,4,120536,243673
Uruguay,5,150670,304591
Uruguay,6,180804,365510
Uruguay,7,210938,426428
Uruguay,8,241072,487346
Uruguay,9,271206,548264
Uruguay,10,301340,609182
Uruguay,11,331474,670100
Uruguay,12,361608,731019
Uruguay,13,391742,791937
Uruguay,14,421876,852855
Uruguay,15,452010,913773
Uruguay,16,482144,974691
Uruguay,17,512278,1035609
Uruguay,18,542412,1096528
Uruguay,19,572546,1157446
Uruguay,20,602680,1218364
Uruguay,21,632814,1279282
Uruguay,22,662948,1340200
Uruguay,23,693082,1401118
Uruguay,24,723216,1462037
Vietnam,1,77578,156830
Vietnam,2,155156,313659
Vietnam,3,232734,470488
Vietnam,4,310311,627318
Vietnam,5,387889,784147
Vietnam,6,465467,940976
Vietnam,7,543044,1097805
Vietnam,8,620622,1254635
Vietnam,9,698200,1411464
Vietnam,10,775777,1568293
Vietnam,11,853355,1725122
Vietnam,12,930933,1881952
Vietnam,13,1008510,2038781
Vietnam,14,1086088,2195610
Vietnam,15,1163666,2352440
Vietnam,16,1241243,2509269
Vietnam,17,1318821,2666098
Vietnam,18,1396399,2822927
Vietnam,19,1473977,2979757
Vietnam,20,1551554,3136586
Vietnam,21,1629132,3293415
Vietnam,22,1706710,3450244
Vietnam,23,1784287,3607074
Vietnam,24,1861865,3763903
