country,number_of_hours,low_upper_band,medium_upper_band
South Korea,17,3413,6899
South Korea,18,3614,7304
South Korea,19,3814,7710
South Korea,20,4015,8116
South Korea,21,4216,8522
South Korea,22,4416,8928
South Korea,23,4617,9333
South Korea,24,4818,9739
South and Central America (EI),1,201,406
South and Central America (EI),2,402,812
South and Central America (EI),3,603,1218
South and Central America (EI),4,803,1624
South and Central America (EI),5,1004,2029
South and Central America (EI),6,1205,2435
South and Central America (EI),7,1406,2841
South and Central America (EI),8,1606,3247
South and Central America (EI),9,1807,3652
South and Central America (EI),10,2008,4058
South and Central America (EI),11,2208,4464
South and Central America (EI),12,2409,4870
South and Central America (EI),13,2610,5276
South and Central America (EI),14,2811,5681
South and Central America (EI),15,3011,6087
South and Central America (EI),16,3212,6493
South and Central America (EI),17,3413,6899
South and Central America (EI),18,3614,7304
South and Central America (EI),19,3814,7710
South and Central America (EI),20,4015,8116
South and Central America (EI),21,4216,8522
South and Central America (EI),22,4416,8928
South and Central America (EI),23,4617,9333
South and Central America (EI),24,4818,9739
Spain,1,201,406
Spain,2,402,812
Spain,3,603,1218
Spain,4,803,1624
Spain,5,1004,2029
Spain,6,1205,2435
Spain,7,1406,2841
Spain,8,1606,3247
Spain,9,1807,3652
Spain,10,2008,4058
Spain,11,2208,4464
Spain,12,2409,4870
Spain,13,2610,5276
Spain,14,2811,5681
Spain,15,3011,6087
Spain,16,3212,6493
Spain,17,3413,6899
Spain,18,3614,7304
Spain,19,3814,7710
Spain,20,4015,8116
Spain,21,4216,8522
Spain,22,4416,8928
Spain,23,4617,9333
Spain,24,4818,9739
Sri Lanka,1,201,406
Sri Lanka,2,402,812
Sri Lanka,3,603,1218
Sri Lanka,4,803,1624
Sri Lanka,5,1004,2029
Sri Lanka,6,1205,2435
Sri Lanka,7,1406,2841
Sri Lanka,8,1606,3247
Sri Lanka,9,1807,3652
Sri Lanka,10,2008,4058
Sri Lanka,11,2208,4464
Sri Lanka,12,2409,4870
Sri Lanka,13,2610,5276
Sri Lanka,14,2811,5681
Sri Lanka,15,3011,6087
Sri Lanka,16,3212,6493
Sri Lanka,17,3413,6899
Sri Lanka,18,3614,7304
Sri Lanka,19,3814,7710
Sri Lanka,20,4015,8116
Sri Lanka,21,4216,8522
Sri Lanka,22,4416,8928
Sri Lanka,23,4617,9333
Sri Lanka,24,4818,9739
Suriname,1,201,406
Suriname,2,402,812
Suriname,3,603,1218
Suriname,4,803,1624
Suriname,5,1004,2029
Suriname,6,1205,2435
Suriname,7,1406,2841
Suriname,8,1606,3247
Suriname,9,1807,3652
Suriname,10,2008,4058
Suriname,11,2208,4464
Suriname,12,2409,4870
Suriname,13,2610,5276
Suriname,14,2811,5681
Suriname,15,3011,6087
Suriname,16,3212,6493
Suriname,17,3413,6899
Suriname,18,3614,7304
Suriname,19,3814,7710
Suriname,20,4015,8116
Suriname,21,4216,8522
Suriname,22,4416,8928
Suriname,23,4617,9333
Suriname,24,4818,9739
Sweden,1,201,406
Sweden,2,402,812
Sweden,3,603,1218
Sweden,4,803,1624
Sweden,5,1004,2029
Sweden,6,1205,2435
Sweden,7,1406,2841
Sweden,8,1606,3247
Sweden,9,1807,3652
Sweden,10,2008,4058
Sweden,11,2208,4464
Sweden,12,2409,4870
Sweden,13,2610,5276
Sweden,14,2811,5681
Sweden,15,3011,6087
Sweden,16,3212,6493
Sweden,17,3413,6899
Sweden,18,3614,7304
Sweden,19,3814,7710
Sweden,20,4015,8116
Sweden,21,4216,8522
Sweden,22,4416,8928
Sweden,23,4617,9333
Sweden,24,4818,9739
Switzerland,1,201,406
Switzerland,2,402,812
Switzerland,3,603,1218
Switzerland,4,803,1624
Switzerland,5,1004,2029
Switzerland,6,1205,2435
Switzerland,7,1406,2841
Switzerland,8,1606,3247
Switzerland,9,1807,3652
Switzerland,10,2008,4058
Switzerland,11,2208,4464
Switzerland,12,2409,4870
Switzerland,13,2610,5276
Switzerland,14,2811,5681
Switzerland,15,3011,6087
Switzerland,16,3212,6493
Switzerland,17,3413,6899
Switzerland,18,3614,7304
Switzerland,19,3814,7710
Switzerland,20,4015,8116
Switzerland,21,4216,8522
Switzerland,22,4416,8928
Switzerland,23,4617,9333
Switzerland,24,4818,9739
Taiwan,1,201,406
Taiwan,2,402,812
Taiwan,3,603,1218
Taiwan,4,803,1624
Taiwan,5,1004,2029
Taiwan,6,1205,2435
Taiwan,7,1406,2841
Taiwan,8,1606,3247
Taiwan,9,1807,3652
Taiwan,10,2008,4058
Taiwan,11,2208,4464
Taiwan,12,2409,4870
Taiwan,13,2610,5276
Taiwan,14,2811,5681
Taiwan,15,3011,6087
Taiwan,16,3212,6493
Taiwan,17,3413,6899
Taiwan,18,3614,7304
Taiwan,19,3814,7710
Taiwan,20,4015,8116
Taiwan,21,4216,8522
Taiwan,22,4416,8928
Taiwan,23,4617,9333
Taiwan,24,4818,9739
Tajikistan,1,201,406
Tajikistan,2,402,812
Tajikistan,3,603,1218
Tajikistan,4,803,1624
Tajikistan,5,1004,2029
Tajikistan,6,1205,2435
Tajikistan,7,1406,2841
Tajikistan,8,1606,3247
Tajikistan,9,1807,3652
Tajikistan,10,2008,4058
Tajikistan,11,2208,4464
Tajikistan,12,2409,4870
Tajikistan,13,2610,5276
Tajikistan,14,2811,5681
Tajikistan,15,3011,6087
Tajikistan,16,3212,6493
Tajikistan,17,3413,6899
Tajikistan,18,3614,7304
Tajikistan,19,3814,7710
Tajikistan,20,4015,8116
Tajikistan,21,4216,8522
Tajikistan,22,4416,8928
Tajikistan,23,4617,9333
Tajikistan,24,4818,9739
Tanzania,1,201,406
Tanzania,2,402,812
Tanzania,3,603,1218
Tanzania,4,803,1624
Tanzania,5,1004,2029
Tanzania,6,1205,2435
Tanzania,7,1406,2841
Tanzania,8,1606,3247
Tanzania,9,1807,3652
Tanzania,10,2008,4058
Tanzania,11,2208,4464
Tanzania,12,2409,4870
Tanzania,13,2610,5276
Tanzania,14,2811,5681
Tanzania,15,3011,6087
Tanzania,16,3212,6493
Tanzania,17,3413,6899
Tanzania,18,3614,7304
Tanzania,19,3814,7710
Tanzania,20,4015,8116
Tanzania,21,4216,8522
Tanzania,22,4416,8928
Tanzania,23,4617,9333
Tanzania,24,4818,9739
Thailand,1,201,406
Thailand,2,402,812
Thailand,3,603,1218
Thailand,4,803,1624
Thailand,5,1004,2029
Thailand,6,1205,2435
Thailand,7,1406,2841
Thailand,8,1606,3247
Thailand,9,1807,3652
Thailand,10,2008,4058
Thailand,11,2208,4464
Thailand,12,2409,4870
Thailand,13,2610,5276
Thailand,14,2811,5681
Thailand,15,3011,6087
Thailand,16,3212,6493
Thailand,17,3413,6899
Thailand,18,3614,7304
Thailand,19,3814,7710
Thailand,20,4015,8116
Thailand,21,4216,8522
Thailand,22,4416,8928
Thailand,23,4617,9333
Thailand,24,4818,9739
Togo,1,201,406
Togo,2,402,812
Togo,3,603,1218
Togo,4,803,1624
Togo,5,1004,2029
Togo,6,1205,2435
Togo,7,1406,2841
Togo,8,1606,3247
Togo,9,1807,3652
Togo,10,2008,4058
Togo,11,2208,4464
Togo,12,2409,4870
Togo,13,2610,5276
Togo,14,2811,5681
Togo,15,3011,6087
Togo,16,3212,6493
Togo,17,3413,6899
Togo,18,3614,7304
Togo,19,3814,7710
Togo,20,4015,8116
Togo,21,4216,8522
Togo,22,4416,8928
Togo,23,4617,9333
Togo,24,4818,9739
Tonga,1,201,406
Tonga,2,402,812
Tonga,3,603,1218
Tonga,4,803,1624
Tonga,5,1004,2029
Tonga,6,1205,2435
Tonga,7,1406,2841
Tonga,8,1606,3247
Tonga,9,1807,3652
Tonga,10,2008,4058
Tonga,11,2208,4464
Tonga,12,2409,4870
Tonga,13,2610,5276
Tonga,14,2811,5681
Tonga,15,3011,6087
Tonga,16,3212,6493
Tonga,17,3413,6899
Tonga,18,3614,7304
Tonga,19,3814,7710
Tonga,20,4015,8116
Tonga,21,4216,8522
Tonga,22,4416,8928
Tonga,23,4617,9333
Tonga,24,4818,9739
Trinidad and Tobago,1,201,406
Trinidad and Tobago,2,402,812
Trinidad and Tobago,3,603,1218
Trinidad and Tobago,4,803,1624
Trinidad and Tobago,5,1004,2029
Trinidad and Tobago,6,1205,2435
Trinidad and Tobago,7,1406,2841
Trinidad and Tobago,8,1606,3247
Trinidad and Tobago,9,1807,3652
Trinidad and Tobago,10,2008,4058
Trinidad and Tobago,11,2208,4464
Trinidad and Tobago,12,2409,4870
Trinidad and Tobago,13,2610,5276
Trinidad and Tobago,14,2811,5681
Trinidad and Tobago,15,3011,6087
Trinidad and Tobago,16,3212,6493
Trinidad and Tobago,17,3413,6899
Trinidad and Tobago,18,3614,7304
Trinidad and Tobago,19,3814,7710
Trinidad and Tobago,20,4015,8116
Trinidad and Tobago,21,4216,8522
Trinidad and Tobago,22,4416,8928
Trinidad and Tobago,23,4617,9333
Trinidad and Tobago,24,4818,9739
Tunisia,1,201,406
Tunisia,2,402,812
Tunisia,3,603,1218
Tunisia,4,803,1624
Tunisia,5,1004,2029
Tunisia,6,1205,2435
Tunisia,7,1406,2841
Tunisia,8,1606,3247
Tunisia,9,1807,3652
Tunisia,10,2008,4058
Tunisia,11,2208,4464
Tunisia,12,2409,4870
Tunisia,13,2610,5276
Tunisia,14,2811,5681
Tunisia,15,3011,6087
Tunisia,16,3212,6493
Tunisia,17,3413,6899
Tunisia,18,3614,7304
Tunisia,19,3814,7710
Tunisia,20,4015,8116
Tunisia,21,4216,8522
Tunisia,22,4416,8928
Tunisia,23,4617,9333
Tunisia,24,4818,9739
Turkey,1,201,406
Turkey,2,402,812
Turkey,3,603,1218
Turkey,4,803,1624
Turkey,5,1004,2029
Turkey,6,1205,2435
Turkey,7,1406,2841
Turkey,8,1606,3247
Turkey,9,1807,3652
Turkey,10,2008,4058
Turkey,11,2208,4464
Turkey,12,2409,4870
Turkey,13,2610,5276
Turkey,14,2811,5681
Turkey,15,3011,6087
Turkey,16,3212,6493
Turkey,17,3413,6899
Turkey,18,3614,7304
Turkey,19,3814,7710
Turkey,20,4015,8116
Turkey,21,4216,8522
Turkey,22,4416,8928
Turkey,23,4617,9333
Turkey,24,4818,9739
Turkmenistan,1,201,406
Turkmenistan,2,402,812
Turkmenistan,3,603,1218
Turkmenistan,4,803,1624
Turkmenistan,5,1004,2029
Turkmenistan,6,1205,2435
Turkmenistan,7,1406,2841
Turkmenistan,8,1606,3247
Turkmenistan,9,1807,3652
Turkmenistan,10,2008,4058
Turkmenistan,11,2208,4464
Turkmenistan,12,2409,4870
Turkmenistan,13,2610,5276
Turkmenistan,14,2811,5681
Turkmenistan,15,3011,6087
Turkmenistan,16,3212,6493
Turkmenistan,17,3413,6899
Turkmenistan,18,3614,7304
Turkmenistan,19,3814,7710
Turkmenistan,20,4015,8116
Turkmenistan,21,4216,8522
Turkmenistan,22,4416,8928
Turkmenistan,23,4617,9333
Turkmenistan,24,4818,9739
Turks and Caicos Islands,1,201,406
Turks and Caicos Islands,2,402,812
Turks and Caicos Islands,3,603,1218
Turks and Caicos Islands,4,803,1624
Turks and Caicos Islands,5,1004,2029
Turks and Caicos Islands,6,1205,2435
Turks and Caicos Islands,7,1406,2841
Turks and Caicos Islands,8,1606,3247
Turks and Caicos Islands,9,1807,3652
Turks and Caicos Islands,10,2008,4058
Turks and Caicos Islands,11,2208,4464
Turks and Caicos Islands,12,2409,4870
Turks and Caicos Islands,13,2610,5276
Turks and Caicos Islands,14,2811,5681
Turks and Caicos Islands,15,3011,6087
Turks and Caicos Islands,16,3212,6493
Turks and Caicos Islands,17,3413,6899
Turks and Caicos Islands,18,3614,7304
Turks and Caicos Islands,19,3814,7710
Turks and Caicos Islands,20,4015,8116
Turks and Caicos Islands,21,4216,8522
Turks and Caicos Islands,22,4416,8928
Turks and Caicos Islands,23,4617,9333
Turks and Caicos Islands,24,4818,9739
Uganda,1,201,406
Uganda,2,402,812
Uganda,3,603,1218
Uganda,4,803,1624
Uganda,5,1004,2029
Uganda,6,1205,2435
Uganda,7,1406,2841
Uganda,8,1606,3247
Uganda,9,1807,3652
Uganda,10,2008,4058
Uganda,11,2208,4464
Uganda,12,2409,4870
Uganda,13,2610,5276
Uganda,14,2811,5681
Uganda,15,3011,6087
Uganda,16,3212,6493
Uganda,17,3413,6899
Uganda,18,3614,7304
Uganda,19,3814,7710
Uganda,20,4015,8116
Uganda,21,4216,8522
Uganda,22,4416,8928
Uganda,23,4617,9333
Uganda,24,4818,9739
Ukraine,1,201,406
Ukraine,2,402,812
Ukraine,3,603,1218
Ukraine,4,803,1624
Ukraine,5,1004,2029
Ukraine,6,1205,2435
Ukraine,7,1406,2841
Ukraine,8,1606,3247
Ukraine,9,1807,3652
Ukraine,10,2008,4058
Ukraine,11,2208,4464
Ukraine,12,2409,4870
Ukraine,13,2610,5276
Ukraine,14,2811,5681
Ukraine,15,3011,6087
Ukraine,16,3212,6493
Ukraine,17,3413,6899
Ukraine,18,3614,7304
Ukraine,19,3814,7710
Ukraine,20,4015,8116
Ukraine,21,4216,8522
Ukraine,22,4416,8928
Ukraine,23,4617,9333
Ukraine,24,4818,9739
United Arab Emirates,1,201,406
United Arab Emirates,2,402,812
United Arab Emirates,3,603,1218
United Arab Emirates,4,803,1624
United Arab Emirates,5,1004,2029
United Arab Emirates,6,1205,2435
United Arab Emirates,7,1406,2841
United Arab Emirates,8,1606,3247
United Arab Emirates,9,1807,3652
United Arab Emirates,10,2008,4058
United Arab Emirates,11,2208,4464
United Arab Emirates,12,2409,4870
United Arab Emirates,13,2610,5276
United Arab Emirates,14,2811,5681
United Arab Emirates,15,3011,6087
United Arab Emirates,16,3212,6493
United Arab Emirates,17,3413,6899
United Arab Emirates,18,3614,7304
United Arab Emirates,19,3814,7710
United Arab Emirates,20,4015,8116
United Arab Emirates,21,4216,8522
United Arab Emirates,22,4416,8928
United Arab Emirates,23,4617,9333
United Arab Emirates,24,4818,9739
United Kingdom,1,201,406
United Kingdom,2,402,812
United Kingdom,3,603,1218
United Kingdom,4,803,1624
United Kingdom,5,1004,2029
United Kingdom,6,1205,2435
United Kingdom,7,1406,2841
United Kingdom,8,1606,3247
United Kingdom,9,1807,3652
United Kingdom,10,2008,4058
United Kingdom,11,2208,4464
United Kingdom,12,2409,4870
United Kingdom,13,2610,5276
United Kingdom,14,2811,5681
United Kingdom,15,3011,6087
United Kingdom,16,3212,6493
United Kingdom,17,3413,6899
United Kingdom,18,3614,7304
United Kingdom,19,3814,7710
United Kingdom,20,4015,8116
United Kingdom,21,4216,8522
United Kingdom,22,4416,8928
United Kingdom,23,4617,9333
United Kingdom,24,4818,9739
USA,1,201,406
USA,2,402,812
USA,3,603,1218
USA,4,803,1624
USA,5,1004,2029
USA,6,1205,2435
USA,7,1406,2841
USA,8,1606,3247
USA,9,1807,3652
USA,10,2008,4058
USA,11,2208,4464
USA,12,2409,4870
USA,13,2610,5276
USA,14,2811,5681
USA,15,3011,6087
USA,16,3212,6493
USA,17,3413,6899
USA,18,3614,7304
USA,19,3814,7710
USA,20,4015,8116
USA,21,4216,8522
USA,22,4416,8928
USA,23,4617,9333
USA,24,4818,9739
United States Virgin Islands,1,201,406
United States Virgin Islands,2,402,812
United States Virgin Islands,3,603,1218
United States Virgin Islands,4,803,1624
United States Virgin Islands,5,1004,2029
United States Virgin Islands,6,1205,2435
United States Virgin Islands,7,1406,2841
United States Virgin Islands,8,1606,3247
United States Virgin Islands,9,1807,3652
United States Virgin Islands,10,2008,4058
United States Virgin Islands,11,2208,4464
United States Virgin Islands,12,2409,4870
United States Virgin Islands,13,2610,5276
United States Virgin Islands,14,2811,5681
United States Virgin Islands,15,3011,6087
United States Virgin Islands,16,3212,6493
United States Virgin Islands,17,3413,6899
United States Virgin Islands,18,3614,7304
United States Virgin Islands,19,3814,7710
United States Virgin Islands,20,4015,8116
United States Virgin Islands,21,4216,8522
United States Virgin Islands,22,4416,8928
United States Virgin Islands,23,4617,9333
United States Virgin Islands,24,4818,9739
Upper-middle-income countries,1,201,406
Upper-middle-income countries,2,402,812
Upper-middle-income countries,3,603,1218
Upper-middle-income countries,4,803,1624
Upper-middle-income countries,5,1004,2029
Upper-middle-income countries,6,1205,2435
Upper-middle-income countries,7,1406,2841
Upper-middle-income countries,8,1606,3247
Upper-middle-income countries,9,1807,3652
Upper-middle-income countries,10,2008,4058
Upper-middle-income countries,11,2208,4464
Upper-middle-income countries,12,2409,4870
Upper-middle-income countries,13,2610,5276
Upper-middle-income countries,14,2811,5681
Upper-middle-income countries,15,3011,6087
Upper-middle-income countries,16,3212,6493
Upper-middle-income countries,17,3413,6899
Upper-middle-income countries,18,3614,7304
Upper-middle-income countries,19,3814,7710
Upper-middle-income countries,20,4015,8116
Upper-middle-income countries,21,4216,8522
Upper-middle-income countries,22,4416,8928
Upper-middle-income countries,23,4617,9333
Upper-middle-income countries,24,4818,9739
Uruguay,1,201,406
Uruguay,2,402,812
Uruguay,3,603,1218
Uruguay,4,803,1624
Uruguay,5,1004,2029
Uruguay,6,1205,2435
Uruguay,7,1406,2841
Uruguay,8,1606,3247
Uruguay,9,1807,3652
Uruguay,10,2008,4058
Uruguay,11,2208,4464
Uruguay,12,2409,4870
Uruguay,13,2610,5276
Uruguay,14,2811,5681
Uruguay,15,3011,6087
Uruguay,16,3212,6493
Uruguay,17,3413,6899
Uruguay,18,3614,7304
Uruguay,19,3814,7710
Uruguay,20,4015,8116
Uruguay,21,4216,8522
Uruguay,22,4416,8928
Uruguay,23,4617,9333
Uruguay,24,4818,9739
Uzbekistan,1,201,406
Uzbekistan,2,402,812
Uzbekistan,3,603,1218
Uzbekistan,4,803,1624
Uzbekistan,5,1004,2029
Uzbekistan,6,1205,2435
Uzbekistan,7,1406,2841
Uzbekistan,8,1606,3247
Uzbekistan,9,1807,3652
Uzbekistan,10,2008,4058
Uzbekistan,11,2208,4464
Uzbekistan,12,2409,4870
Uzbekistan,13,2610,5276
Uzbekistan,14,2811,5681
Uzbekistan,15,3011,6087
Uzbekistan,16,3212,6493
Uzbekistan,17,3413,6899
Uzbekistan,18,3614,7304
Uzbekistan,19,3814,7710
Uzbekistan,20,4015,8116
Uzbekistan,21,4216,8522
Uzbekistan,22,4416,8928
Uzbekistan,23,4617,9333
Uzbekistan,24,4818,9739
Vanuatu,1,201,406
Vanuatu,2,402,812
Vanuatu,3,603,1218
Vanuatu,4,803,1624
Vanuatu,5,1004,2029
Vanuatu,6,1205,2435
Vanuatu,7,1406,2841
Vanuatu,8,1606,3247
Vanuatu,9,1807,3652
Vanuatu,10,2008,4058
Vanuatu,11,2208,4464
Vanuatu,12,2409,4870
Vanuatu,13,2610,5276
Vanuatu,14,2811,5681
Vanuatu,15,3011,6087
Vanuatu,16,3212,6493
Vanuatu,17,3413,6899
Vanuatu,18,3614,7304
Vanuatu,19,3814,7710
Vanuatu,20,4015,8116
Vanuatu,21,4216,8522
Vanuatu,22,4416,8928
Vanuatu,23,4617,9333
Vanuatu,24,4818,9739
Venezuela,1,201,406
Venezuela,2,402,812
Venezuela,3,603,1218
Venezuela,4,803,1624
Venezuela,5,1004,2029
Venezuela,6,1205,2435
Venezuela,7,1406,2841
Venezuela,8,1606,3247
Venezuela,9,1807,3652
Venezuela,10,2008,4058
Venezuela,11,2208,4464
Venezuela,12,2409,4870
Venezuela,13,2610,5276
Venezuela,14,2811,5681
Venezuela,15,3011,6087
Venezuela,16,3212,6493
Venezuela,17,3413,6899
Venezuela,18,3614,7304
Venezuela,19,3814,7710
Venezuela,20,4015,8116
Venezuela,21,4216,8522
Venezuela,22,4416,8928
Venezuela,23,4617,9333
Venezuela,24,4818,9739
Vietnam,1,201,406
Vietnam,2,402,812
Vietnam,3,603,1218
Vietnam,4,803,1624
Vietnam,5,1004,2029
Vietnam,6,1205,2435
Vietnam,7,1406,2841
Vietnam,8,1606,3247
Vietnam,9,1807,3652
Vietnam,10,2008,4058
Vietnam,11,2208,4464
Vietnam,12,2409,4870
Vietnam,13,2610,5276
Vietnam,14,2811,5681
Vietnam,15,3011,6087
Vietnam,16,3212,6493
Vietnam,17,3413,6899
Vietnam,18,3614,7304
Vietnam,19,3814,7710
Vietnam,20,4015,8116
Vietnam,21,4216,8522
Vietnam,22,4416,8928
Vietnam,23,4617,9333
Vietnam,24,4818,9739
Western Africa (EI),1,201,406
Western Africa (EI),2,402,812
Western Africa (EI),3,603,1218
Western Africa (EI),4,803,1624
Western Africa (EI),5,1004,2029
Western Africa (EI),6,1205,2435
Western Africa (EI),7,1406,2841
Western Africa (EI),8,1606,3247
Western Africa (EI),9,1807,3652
Western Africa (EI),10,2008,4058
Western Africa (EI),11,2208,4464
Western Africa (EI),12,2409,4870
Western Africa (EI),13,2610,5276
Western Africa (EI),14,2811,5681
Western Africa (EI),15,3011,6087
Western Africa (EI),16,3212,6493
Western Africa (EI),17,3413,6899
Western Africa (EI),18,3614,7304
Western Africa (EI),19,3814,7710
Western Africa (EI),20,4015,8116
Western Africa (EI),21,4216,8522
Western Africa (EI),22,4416,8928
Western Africa (EI),23,4617,9333
Western Africa (EI),24,4818,9739
World,1,201,406
World,2,402,812
World,3,603,1218
World,4,803,1624
World,5,1004,2029
World,6,1205,2435
World,7,1406,2841
World,8,1606,3247
World,9,1807,3652
World,10,2008,4058
World,11,2208,4464
World,12,2409,4870
World,13,2610,5276
World,14,2811,5681
World,15,3011,6087
World,16,3212,6493
World,17,3413,6899
World,18,3614,7304
World,19,3814,7710
World,20,4015,8116
World,21,4216,8522
World,22,4416,8928
World,23,4617,9333
World,24,4818,9739
