country,number_of_hours,low_upper_band,medium_upper_band
ASEAN (Ember),1,201,406
ASEAN (Ember),2,402,812
ASEAN (Ember),3,603,1218
ASEAN (Ember),4,803,1624
ASEAN (Ember),5,1004,2029
ASEAN (Ember),6,1205,2435
ASEAN (Ember),7,1406,2841
ASEAN (Ember),8,1606,3247
ASEAN (Ember),9,1807,3652
ASEAN (Ember),10,2008,4058
ASEAN (Ember),11,2208,4464
ASEAN (Ember),12,2409,4870
ASEAN (Ember),13,2610,5276
ASEAN (Ember),14,2811,5681
ASEAN (Ember),15,3011,6087
ASEAN (Ember),16,3212,6493
ASEAN (Ember),17,3413,6899
ASEAN (Ember),18,3614,7304
ASEAN (Ember),19,3814,7710
ASEAN (Ember),20,4015,8116
ASEAN (Ember),21,4216,8522
ASEAN (Ember),22,4416,8928
ASEAN (Ember),23,4617,9333
ASEAN (Ember),24,4818,9739
Afghanistan,1,201,406
Afghanistan,2,402,812
Afghanistan,3,603,1218
Afghanistan,4,803,1624
Afghanistan,5,1004,2029
Afghanistan,6,1205,2435
Afghanistan,7,1406,2841
Afghanistan,8,1606,3247
Afghanistan,9,1807,3652
Afghanistan,10,2008,4058
Afghanistan,11,2208,4464
Afghanistan,12,2409,4870
Afghanistan,13,2610,5276
Afghanistan,14,2811,5681
Afghanistan,15,3011,6087
Afghanistan,16,3212,6493
Afghanistan,17,3413,6899
Afghanistan,18,3614,7304
Afghanistan,19,3814,7710
Afghanistan,20,4015,8116
Afghanistan,21,4216,8522
Afghanistan,22,4416,8928
Afghanistan,23,4617,9333
Afghanistan,24,4818,9739
Africa,1,201,406
Africa,2,402,812
Africa,3,603,1218
Africa,4,803,1624
Africa,5,1004,2029
Africa,6,1205,2435
Africa,7,1406,2841
Africa,8,1606,3247
Africa,9,1807,3652
Africa,10,2008,4058
Africa,11,2208,4464
Africa,12,2409,4870
Africa,13,2610,5276
Africa,14,2811,5681
Africa,15,3011,6087
Africa,16,3212,6493
Africa,17,3413,6899
Africa,18,3614,7304
Africa,19,3814,7710
Africa,20,4015,8116
Africa,21,4216,8522
Africa,22,4416,8928
Africa,23,4617,9333
Africa,24,4818,9739
Africa (EI),1,201,406
Africa (EI),2,402,812
Africa (EI),3,603,1218
Africa (EI),4,803,1624
Africa (EI),5,1004,2029
Africa (EI),6,1205,2435
Africa (EI),7,1406,2841
Africa (EI),8,1606,3247
Africa (EI),9,1807,3652
Africa (EI),10,2008,4058
Africa (EI),11,2208,4464
Africa (EI),12,2409,4870
Africa (EI),13,2610,5276
Africa (EI),14,2811,5681
Africa (EI),15,3011,6087
Africa (EI),16,3212,6493
Africa (EI),17,3413,6899
Africa (EI),18,3614,7304
Africa (EI),19,3814,7710
Africa (EI),20,4015,8116
Africa (EI),21,4216,8522
Africa (EI),22,4416,8928
Africa (EI),23,4617,9333
Africa (EI),24,4818,9739
Africa (Ember),1,201,406
Africa (Ember),2,402,812
Africa (Ember),3,603,1218
Africa (Ember),4,803,1624
Africa (Ember),5,1004,2029
Africa (Ember),6,1205,2435
Africa (Ember),7,1406,2841
Africa (Ember),8,1606,3247
Africa (Ember),9,1807,3652
Africa (Ember),10,2008,4058
Africa (Ember),11,2208,4464
Africa (Ember),12,2409,4870
Africa (Ember),13,2610,5276
Africa (Ember),14,2811,5681
Africa (Ember),15,3011,6087
Africa (Ember),16,3212,6493
Africa (Ember),17,3413,6899
Africa (Ember),18,3614,7304
Africa (Ember),19,3814,7710
Africa (Ember),20,4015,8116
Africa (Ember),21,4216,8522
Africa (Ember),22,4416,8928
Africa (Ember),23,4617,9333
Africa (Ember),24,4818,9739
Albania,1,201,406
Albania,2,402,812
Albania,3,603,1218
Albania,4,803,1624
Albania,5,1004,2029
Albania,6,1205,2435
Albania,7,1406,2841
Albania,8,1606,3247
Albania,9,1807,3652
Albania,10,2008,4058
Albania,11,2208,4464
Albania,12,2409,4870
Albania,13,2610,5276
Albania,14,2811,5681
Albania,15,3011,6087
Albania,16,3212,6493
Albania,17,3413,6899
Albania,18,3614,7304
Albania,19,3814,7710
Albania,20,4015,8116
Albania,21,4216,8522
Albania,22,4416,8928
Albania,23,4617,9333
Albania,24,4818,9739
Algeria,1,201,406
Algeria,2,402,812
Algeria,3,603,1218
Algeria,4,803,1624
Algeria,5,1004,2029
Algeria,6,1205,2435
Algeria,7,1406,2841
Algeria,8,1606,3247
Algeria,9,1807,3652
Algeria,10,2008,4058
Algeria,11,2208,4464
Algeria,12,2409,4870
Algeria,13,2610,5276
Algeria,14,2811,5681
Algeria,15,3011,6087
Algeria,16,3212,6493
Algeria,17,3413,6899
Algeria,18,3614,7304
Algeria,19,3814,7710
Algeria,20,4015,8116
Algeria,21,4216,8522
Algeria,22,4416,8928
Algeria,23,4617,9333
Algeria,24,4818,9739
American Samoa,1,201,406
American Samoa,2,402,812
American Samoa,3,603,1218
American Samoa,4,803,1624
American Samoa,5,1004,2029
American Samoa,6,1205,2435
American Samoa,7,1406,2841
American Samoa,8,1606,3247
American Samoa,9,1807,3652
American Samoa,10,2008,4058
American Samoa,11,2208,4464
American Samoa,12,2409,4870
American Samoa,13,2610,5276
American Samoa,14,2811,5681
American Samoa,15,3011,6087
American Samoa,16,3212,6493
American Samoa,17,3413,6899
American Samoa,18,3614,7304
American Samoa,19,3814,7710
American Samoa,20,4015,8116
American Samoa,21,4216,8522
American Samoa,22,4416,8928
American Samoa,23,4617,9333
American Samoa,24,4818,9739
Antigua and Barbuda,1,201,406
Antigua and Barbuda,2,402,812
Antigua and Barbuda,3,603,1218
Antigua and Barbuda,4,803,1624
Antigua and Barbuda,5,1004,2029
Antigua and Barbuda,6,1205,2435
Antigua and Barbuda,7,1406,2841
Antigua and Barbuda,8,1606,3247
Antigua and Barbuda,9,1807,3652
Antigua and Barbuda,10,2008,4058
Antigua and Barbuda,11,2208,4464
Antigua and Barbuda,12,2409,4870
Antigua and Barbuda,13,2610,5276
Antigua and Barbuda,14,2811,5681
Antigua and Barbuda,15,3011,6087
Antigua and Barbuda,16,3212,6493
Antigua and Barbuda,17,3413,6899
Antigua and Barbuda,18,3614,7304
Antigua and Barbuda,19,3814,7710
Antigua and Barbuda,20,4015,8116
Antigua and Barbuda,21,4216,8522
Antigua and Barbuda,22,4416,8928
Antigua and Barbuda,23,4617,9333
Antigua and Barbuda,24,4818,9739
Argentina,1,201,406
Argentina,2,402,812
Argentina,3,603,1218
Argentina,4,803,1624
Argentina,5,1004,2029
Argentina,6,1205,2435
Argentina,7,1406,2841
Argentina,8,1606,3247
Argentina,9,1807,3652
Argentina,10,2008,4058
Argentina,11,2208,4464
Argentina,12,2409,4870
Argentina,13,2610,5276
Argentina,14,2811,5681
Argentina,15,3011,6087
Argentina,16,3212,6493
Argentina,17,3413,6899
Argentina,18,3614,7304
Argentina,19,3814,7710
Argentina,20,4015,8116
Argentina,21,4216,8522
Argentina,22,4416,8928
Argentina,23,4617,9333
Argentina,24,4818,9739
Armenia,1,201,406
Armenia,2,402,812
Armenia,3,603,1218
Armenia,4,803,1624
Armenia,5,1004,2029
Armenia,6,1205,2435
Armenia,7,1406,2841
Armenia,8,1606,3247
Armenia,9,1807,3652
Armenia,10,2008,4058
Armenia,11,2208,4464
Armenia,12,2409,4870
Armenia,13,2610,5276
Armenia,14,2811,5681
Armenia,15,3011,6087
Armenia,16,3212,6493
Armenia,17,3413,6899
Armenia,18,3614,7304
Armenia,19,3814,7710
Armenia,20,4015,8116
Armenia,21,4216,8522
Armenia,22,4416,8928
Armenia,23,4617,9333
Armenia,24,4818,9739
Aruba,1,201,406
Aruba,2,402,812
Aruba,3,603,1218
Aruba,4,803,1624
Aruba,5,1004,2029
Aruba,6,1205,2435
Aruba,7,1406,2841
Aruba,8,1606,3247
Aruba,9,1807,3652
Aruba,10,2008,4058
Aruba,11,2208,4464
Aruba,12,2409,4870
Aruba,13,2610,5276
Aruba,14,2811,5681
Aruba,15,3011,6087
Aruba,16,3212,6493
Aruba,17,3413,6899
Aruba,18,3614,7304
Aruba,19,3814,7710
Aruba,20,4015,8116
Aruba,21,4216,8522
Aruba,22,4416,8928
Aruba,23,4617,9333
Aruba,24,4818,9739
Asia,1,201,406
Asia,2,402,812
Asia,3,603,1218
Asia,4,803,1624
Asia,5,1004,2029
Asia,6,1205,2435
Asia,7,1406,2841
Asia,8,1606,3247
Asia,9,1807,3652
Asia,10,2008,4058
Asia,11,2208,4464
Asia,12,2409,4870
Asia,13,2610,5276
Asia,14,2811,5681
Asia,15,3011,6087
Asia,16,3212,6493
Asia,17,3413,6899
Asia,18,3614,7304
Asia,19,3814,7710
Asia,20,4015,8116
Asia,21,4216,8522
Asia,22,4416,8928
Asia,23,4617,9333
Asia,24,4818,9739
Asia (Ember),1,201,406
Asia (Ember),2,402,812
Asia (Ember),3,603,1218
Asia (Ember),4,803,1624
Asia (Ember),5,1004,2029
Asia (Ember),6,1205,2435
Asia (Ember),7,1406,2841
Asia (Ember),8,1606,3247
Asia (Ember),9,1807,3652
Asia (Ember),10,2008,4058
Asia (Ember),11,2208,4464
Asia (Ember),12,2409,4870
Asia (Ember),13,2610,5276
Asia (Ember),14,2811,5681
Asia (Ember),15,3011,6087
Asia (Ember),16,3212,6493
Asia (Ember),17,3413,6899
Asia (Ember),18,3614,7304
Asia (Ember),19,3814,7710
Asia (Ember),20,4015,8116
Asia (Ember),21,4216,8522
Asia (Ember),22,4416,8928
Asia (Ember),23,4617,9333
Asia (Ember),24,4818,9739
Asia Pacific (EI),1,201,406
Asia Pacific (EI),2,402,812
Asia Pacific (EI),3,603,1218
Asia Pacific (EI),4,803,1624
Asia Pacific (EI),5,1004,2029
Asia Pacific (EI),6,1205,2435
Asia Pacific (EI),7,1406,2841
Asia Pacific (EI),8,1606,3247
Asia Pacific (EI),9,1807,3652
Asia Pacific (EI),10,2008,4058
Asia Pacific (EI),11,2208,4464
Asia Pacific (EI),12,2409,4870
Asia Pacific (EI),13,2610,5276
Asia Pacific (EI),14,2811,5681
Asia Pacific (EI),15,3011,6087
Asia Pacific (EI),16,3212,6493
Asia Pacific (EI),17,3413,6899
Asia Pacific (EI),18,3614,7304
Asia Pacific (EI),19,3814,7710
Asia Pacific (EI),20,4015,8116
Asia Pacific (EI),21,4216,8522
Asia Pacific (EI),22,4416,8928
Asia Pacific (EI),23,4617,9333
Asia Pacific (EI),24,4818,9739
Australia,1,201,406
Australia,2,402,812
Australia,3,603,1218
Australia,4,803,1624
Australia,5,1004,2029
Australia,6,1205,2435
Australia,7,1406,2841
Australia,8,1606,3247
Australia,9,1807,3652
Australia,10,2008,4058
Australia,11,2208,4464
Australia,12,2409,4870
Australia,13,2610,5276
Australia,14,2811,5681
Australia,15,3011,6087
Australia,16,3212,6493
Australia,17,3413,6899
Australia,18,3614,7304
Australia,19,3814,7710
Australia,20,4015,8116
Australia,21,4216,8522
Australia,22,4416,8928
Australia,23,4617,9333
Australia,24,4818,9739
Austria,1,201,406
Austria,2,402,812
Austria,3,603,1218
Austria,4,803,1624
Austria,5,1004,2029
Austria,6,1205,2435
Austria,7,1406,2841
Austria,8,1606,3247
Austria,9,1807,3652
Austria,10,2008,4058
Austria,11,2208,4464
Austria,12,2409,4870
Austria,13,2610,5276
Austria,14,2811,5681
Austria,15,3011,6087
Austria,16,3212,6493
Austria,17,3413,6899
Austria,18,3614,7304
Austria,19,3814,7710
Austria,20,4015,8116
Austria,21,4216,8522
Austria,22,4416,8928
Austria,23,4617,9333
Austria,24,4818,9739
Azerbaijan,1,201,406
Azerbaijan,2,402,812
Azerbaijan,3,603,1218
Azerbaijan,4,803,1624
Azerbaijan,5,1004,2029
Azerbaijan,6,1205,2435
Azerbaijan,7,1406,2841
Azerbaijan,8,1606,3247
Azerbaijan,9,1807,3652
Azerbaijan,10,2008,4058
Azerbaijan,11,2208,4464
Azerbaijan,12,2409,4870
Azerbaijan,13,2610,5276
Azerbaijan,14,2811,5681
Azerbaijan,15,3011,6087
Azerbaijan,16,3212,6493
Azerbaijan,17,3413,6899
Azerbaijan,18,3614,7304
Azerbaijan,19,3814,7710
Azerbaijan,20,4015,8116
Azerbaijan,21,4216,8522
Azerbaijan,22,4416,8928
Azerbaijan,23,4617,9333
Azerbaijan,24,4818,9739
Bahamas,1,201,406
Bahamas,2,402,812
Bahamas,3,603,1218
Bahamas,4,803,1624
Bahamas,5,1004,2029
Bahamas,6,1205,2435
Bahamas,7,1406,2841
Bahamas,8,1606,3247
Bahamas,9,1807,3652
Bahamas,10,2008,4058
Bahamas,11,2208,4464
Bahamas,12,2409,4870
Bahamas,13,2610,5276
Bahamas,14,2811,5681
Bahamas,15,3011,6087
Bahamas,16,3212,6493
Bahamas,17,3413,6899
Bahamas,18,3614,7304
Bahamas,19,3814,7710
Bahamas,20,4015,8116
Bahamas,21,4216,8522
Bahamas,22,4416,8928
Bahamas,23,4617,9333
Bahamas,24,4818,9739
Bangladesh,1,201,406
Bangladesh,2,402,812
Bangladesh,3,603,1218
Bangladesh,4,803,1624
Bangladesh,5,1004,2029
Bangladesh,6,1205,2435
Bangladesh,7,1406,2841
Bangladesh,8,1606,3247
Bangladesh,9,1807,3652
Bangladesh,10,2008,4058
Bangladesh,11,2208,4464
Bangladesh,12,2409,4870
Bangladesh,13,2610,5276
Bangladesh,14,2811,5681
Bangladesh,15,3011,6087
Bangladesh,16,3212,6493
Bangladesh,17,3413,6899
Bangladesh,18,3614,7304
Bangladesh,19,3814,7710
Bangladesh,20,4015,8116
Bangladesh,21,4216,8522
Bangladesh,22,4416,8928
Bangladesh,23,4617,9333
Bangladesh,24,4818,9739
Barbados,1,201,406
Barbados,2,402,812
Barbados,3,603,1218
Barbados,4,803,1624
Barbados,5,1004,2029
Barbados,6,1205,2435
Barbados,7,1406,2841
Barbados,8,1606,3247
Barbados,9,1807,3652
Barbados,10,2008,4058
Barbados,11,2208,4464
Barbados,12,2409,4870
Barbados,13,2610,5276
Barbados,14,2811,5681
Barbados,15,3011,6087
Barbados,16,3212,6493
Barbados,17,3413,6899
Barbados,18,3614,7304
Barbados,19,3814,7710
Barbados,20,4015,8116
Barbados,21,4216,8522
Barbados,22,4416,8928
Barbados,23,4617,9333
Barbados,24,4818,9739
Belarus,1,201,406
Belarus,2,402,812
Belarus,3,603,1218
Belarus,4,803,1624
Belarus,5,1004,2029
Belarus,6,1205,2435
Belarus,7,1406,2841
Belarus,8,1606,3247
Belarus,9,1807,3652
Belarus,10,2008,4058
Belarus,11,2208,4464
Belarus,12,2409,4870
Belarus,13,2610,5276
Belarus,14,2811,5681
Belarus,15,3011,6087
Belarus,16,3212,6493
Belarus,17,3413,6899
Belarus,18,3614,7304
Belarus,19,3814,7710
Belarus,20,4015,8116
Belarus,21,4216,8522
Belarus,22,4416,8928
Belarus,23,4617,9333
Belarus,24,4818,9739
Belgium,1,201,406
Belgium,2,402,812
Belgium,3,603,1218
Belgium,4,803,1624
Belgium,5,1004,2029
Belgium,6,1205,2435
Belgium,7,1406,2841
Belgium,8,1606,3247
Belgium,9,1807,3652
Belgium,10,2008,4058
Belgium,11,2208,4464
Belgium,12,2409,4870
Belgium,13,2610,5276
Belgium,14,2811,5681
Belgium,15,3011,6087
Belgium,16,3212,6493
Belgium,17,3413,6899
Belgium,18,3614,7304
Belgium,19,3814,7710
Belgium,20,4015,8116
Belgium,21,4216,8522
Belgium,22,4416,8928
Belgium,23,4617,9333
Belgium,24,4818,9739
Belize,1,201,406
Belize,2,402,812
Belize,3,603,1218
Belize,4,803,1624
Belize,5,1004,2029
Belize,6,1205,2435
Belize,7,1406,2841
Belize,8,1606,3247
Belize,9,1807,3652
Belize,10,2008,4058
Belize,11,2208,4464
Belize,12,2409,4870
Belize,13,2610,5276
Belize,14,2811,5681
Belize,15,3011,6087
Belize,16,3212,6493
Belize,17,3413,6899
Belize,18,3614,7304
Belize,19,3814,7710
Belize,20,4015,8116
Belize,21,4216,8522
Belize,22,4416,8928
Belize,23,4617,9333
Belize,24,4818,9739
Benin,1,201,406
Benin,2,402,812
Benin,3,603,1218
Benin,4,803,1624
Benin,5,1004,2029
Benin,6,1205,2435
Benin,7,1406,2841
Benin,8,1606,3247
Benin,9,1807,3652
Benin,10,2008,4058
Benin,11,2208,4464
Benin,12,2409,4870
Benin,13,2610,5276
Benin,14,2811,5681
Benin,15,3011,6087
Benin,16,3212,6493
Benin,17,3413,6899
Benin,18,3614,7304
Benin,19,3814,7710
Benin,20,4015,8116
Benin,21,4216,8522
Benin,22,4416,8928
Benin,23,4617,9333
Benin,24,4818,9739
Bhutan,1,201,406
Bhutan,2,402,812
Bhutan,3,603,1218
Bhutan,4,803,1624
Bhutan,5,1004,2029
Bhutan,6,1205,2435
Bhutan,7,1406,2841
Bhutan,8,1606,3247
Bhutan,9,1807,3652
Bhutan,10,2008,4058
Bhutan,11,2208,4464
Bhutan,12,2409,4870
Bhutan,13,2610,5276
Bhutan,14,2811,5681
Bhutan,15,3011,6087
Bhutan,16,3212,6493
Bhutan,17,3413,6899
Bhutan,18,3614,7304
Bhutan,19,3814,7710
Bhutan,20,4015,8116
Bhutan,21,4216,8522
Bhutan,22,4416,8928
Bhutan,23,4617,9333
Bhutan,24,4818,9739
Bolivia,1,201,406
Bolivia,2,402,812
Bolivia,3,603,1218
Bolivia,4,803,1624
Bolivia,5,1004,2029
Bolivia,6,1205,2435
Bolivia,7,1406,2841
Bolivia,8,1606,3247
Bolivia,9,1807,3652
Bolivia,10,2008,4058
Bolivia,11,2208,4464
Bolivia,12,2409,4870
Bolivia,13,2610,5276
Bolivia,14,2811,5681
Bolivia,15,3011,6087
Bolivia,16,3212,6493
Bolivia,17,3413,6899
Bolivia,18,3614,7304
Bolivia,19,3814,7710
Bolivia,20,4015,8116
Bolivia,21,4216,8522
Bolivia,22,4416,8928
Bolivia,23,4617,9333
Bolivia,24,4818,9739
Bosnia and Herzegovina,1,201,406
Bosnia and Herzegovina,2,402,812
Bosnia and Herzegovina,3,603,1218
Bosnia and Herzegovina,4,803,1624
Bosnia and Herzegovina,5,1004,2029
Bosnia and Herzegovina,6,1205,2435
Bosnia and Herzegovina,7,1406,2841
Bosnia and Herzegovina,8,1606,3247
Bosnia and Herzegovina,9,1807,3652
Bosnia and Herzegovina,10,2008,4058
Bosnia and Herzegovina,11,2208,4464
Bosnia and Herzegovina,12,2409,4870
Bosnia and Herzegovina,13,2610,5276
Bosnia and Herzegovina,14,2811,5681
Bosnia and Herzegovina,15,3011,6087
Bosnia and Herzegovina,16,3212,6493
Bosnia and Herzegovina,17,3413,6899
Bosnia and Herzegovina,18,3614,7304
Bosnia and Herzegovina,19,3814,7710
Bosnia and Herzegovina,20,4015,8116
Bosnia and Herzegovina,21,4216,8522
Bosnia and Herzegovina,22,4416,8928
Bosnia and Herzegovina,23,4617,9333
Bosnia and Herzegovina,24,4818,9739
Botswana,1,201,406
Botswana,2,402,812
Botswana,3,603,1218
Botswana,4,803,1624
Botswana,5,1004,2029
Botswana,6,1205,2435
Botswana,7,1406,2841
Botswana,8,1606,3247
Botswana,9,1807,3652
Botswana,10,2008,4058
Botswana,11,2208,4464
Botswana,12,2409,4870
Botswana,13,2610,5276
Botswana,14,2811,5681
Botswana,15,3011,6087
Botswana,16,3212,6493
Botswana,17,3413,6899
Botswana,18,3614,7304
Botswana,19,3814,7710
Botswana,20,4015,8116
Botswana,21,4216,8522
Botswana,22,4416,8928
Botswana,23,4617,9333
Botswana,24,4818,9739
Brazil,1,201,406
Brazil,2,402,812
Brazil,3,603,1218
Brazil,4,803,1624
Brazil,5,1004,2029
Brazil,6,1205,2435
Brazil,7,1406,2841
Brazil,8,1606,3247
Brazil,9,1807,3652
Brazil,10,2008,4058
Brazil,11,2208,4464
Brazil,12,2409,4870
Brazil,13,2610,5276
Brazil,14,2811,5681
Brazil,15,3011,6087
Brazil,16,3212,6493
Brazil,17,3413,6899
Brazil,18,3614,7304
Brazil,19,3814,7710
Brazil,20,4015,8116
Brazil,21,4216,8522
Brazil,22,4416,8928
Brazil,23,4617,9333
Brazil,24,4818,9739
British Virgin Islands,1,201,406
British Virgin Islands,2,402,812
British Virgin Islands,3,603,1218
British Virgin Islands,4,803,1624
British Virgin Islands,5,1004,2029
British Virgin Islands,6,1205,2435
British Virgin Islands,7,1406,2841
British Virgin Islands,8,1606,3247
British Virgin Islands,9,1807,3652
British Virgin Islands,10,2008,4058
British Virgin Islands,11,2208,4464
British Virgin Islands,12,2409,4870
British Virgin Islands,13,2610,5276
British Virgin Islands,14,2811,5681
British Virgin Islands,15,3011,6087
British Virgin Islands,16,3212,6493
British Virgin Islands,17,3413,6899
British Virgin Islands,18,3614,7304
British Virgin Islands,19,3814,7710
British Virgin Islands,20,4015,8116
British Virgin Islands,21,4216,8522
British Virgin Islands,22,4416,8928
British Virgin Islands,23,4617,9333
British Virgin Islands,24,4818,9739
Bulgaria,1,201,406
Bulgaria,2,402,812
Bulgaria,3,603,1218
Bulgaria,4,803,1624
Bulgaria,5,1004,2029
Bulgaria,6,1205,2435
Bulgaria,7,1406,2841
Bulgaria,8,1606,3247
Bulgaria,9,1807,3652
Bulgaria,10,2008,4058
Bulgaria,11,2208,4464
Bulgaria,12,2409,4870
Bulgaria,13,2610,5276
Bulgaria,14,2811,5681
Bulgaria,15,3011,6087
Bulgaria,16,3212,6493
Bulgaria,17,3413,6899
Bulgaria,18,3614,7304
Bulgaria,19,3814,7710
Bulgaria,20,4015,8116
Bulgaria,21,4216,8522
Bulgaria,22,4416,8928
Bulgaria,23,4617,9333
Bulgaria,24,4818,9739
Burkina Faso,1,201,406
Burkina Faso,2,402,812
Burkina Faso,3,603,1218
Burkina Faso,4,803,1624
Burkina Faso,5,1004,2029
Burkina Faso,6,1205,2435
Burkina Faso,7,1406,2841
Burkina Faso,8,1606,3247
Burkina Faso,9,1807,3652
Burkina Faso,10,2008,4058
Burkina Faso,11,2208,4464
Burkina Faso,12,2409,4870
Burkina Faso,13,2610,5276
Burkina Faso,14,2811,5681
Burkina Faso,15,3011,6087
Burkina Faso,16,3212,6493
Burkina Faso,17,3413,6899
Burkina Faso,18,3614,7304
Burkina Faso,19,3814,7710
Burkina Faso,20,4015,8116
Burkina Faso,21,4216,8522
Burkina Faso,22,4416,8928
Burkina Faso,23,4617,9333
Burkina Faso,24,4818,9739
Burundi,1,201,406
Burundi,2,402,812
Burundi,3,603,1218
Burundi,4,803,1624
Burundi,5,1004,2029
Burundi,6,1205,2435
Burundi,7,1406,2841
Burundi,8,1606,3247
Burundi,9,1807,3652
Burundi,10,2008,4058
Burundi,11,2208,4464
Burundi,12,2409,4870
Burundi,13,2610,5276
Burundi,14,2811,5681
Burundi,15,3011,6087
Burundi,16,3212,6493
Burundi,17,3413,6899
Burundi,18,3614,7304
Burundi,19,3814,7710
Burundi,20,4015,8116
Burundi,21,4216,8522
Burundi,22,4416,8928
Burundi,23,4617,9333
Burundi,24,4818,9739
CIS (EI),1,201,406
CIS (EI),2,402,812
CIS (EI),3,603,1218
CIS (EI),4,803,1624
CIS (EI),5,1004,2029
CIS (EI),6,1205,2435
CIS (EI),7,1406,2841
CIS (EI),8,1606,3247
CIS (EI),9,1807,3652
CIS (EI),10,2008,4058
CIS (EI),11,2208,4464
CIS (EI),12,2409,4870
CIS (EI),13,2610,5276
CIS (EI),14,2811,5681
CIS (EI),15,3011,6087
CIS (EI),16,3212,6493
CIS (EI),17,3413,6899
CIS (EI),18,3614,7304
CIS (EI),19,3814,7710
CIS (EI),20,4015,8116
CIS (EI),21,4216,8522
CIS (EI),22,4416,8928
CIS (EI),23,4617,9333
CIS (EI),24,4818,9739
Cambodia,1,201,406
Cambodia,2,402,812
Cambodia,3,603,1218
Cambodia,4,803,1624
Cambodia,5,1004,2029
Cambodia,6,1205,2435
Cambodia,7,1406,2841
Cambodia,8,1606,3247
Cambodia,9,1807,3652
Cambodia,10,2008,4058
Cambodia,11,2208,4464
Cambodia,12,2409,4870
Cambodia,13,2610,5276
Cambodia,14,2811,5681
Cambodia,15,3011,6087
Cambodia,16,3212,6493
Cambodia,17,3413,6899
Cambodia,18,3614,7304
Cambodia,19,3814,7710
Cambodia,20,4015,8116
Cambodia,21,4216,8522
Cambodia,22,4416,8928
Cambodia,23,4617,9333
Cambodia,24,4818,9739
Cameroon,1,201,406
Cameroon,2,402,812
Cameroon,3,603,1218
Cameroon,4,803,1624
Cameroon,5,1004,2029
Cameroon,6,1205,2435
Cameroon,7,1406,2841
Cameroon,8,1606,3247
Cameroon,9,1807,3652
Cameroon,10,2008,4058
Cameroon,11,2208,4464
Cameroon,12,2409,4870
Cameroon,13,2610,5276
Cameroon,14,2811,5681
Cameroon,15,3011,6087
Cameroon,16,3212,6493
Cameroon,17,3413,6899
Cameroon,18,3614,7304
Cameroon,19,3814,7710
Cameroon,20,4015,8116
Cameroon,21,4216,8522
Cameroon,22,4416,8928
Cameroon,23,4617,9333
Cameroon,24,4818,9739
Canada,1,201,406
Canada,2,402,812
Canada,3,603,1218
Canada,4,803,1624
Canada,5,1004,2029
Canada,6,1205,2435
Canada,7,1406,2841
Canada,8,1606,3247
Canada,9,1807,3652
Canada,10,2008,4058
Canada,11,2208,4464
Canada,12,2409,4870
Canada,13,2610,5276
Canada,14,2811,5681
Canada,15,3011,6087
Canada,16,3212,6493
Canada,17,3413,6899
Canada,18,3614,7304
Canada,19,3814,7710
Canada,20,4015,8116
Canada,21,4216,8522
Canada,22,4416,8928
Canada,23,4617,9333
Canada,24,4818,9739
Cape Verde,1,201,406
Cape Verde,2,402,812
Cape Verde,3,603,1218
Cape Verde,4,803,1624
Cape Verde,5,1004,2029
Cape Verde,6,1205,2435
Cape Verde,7,1406,2841
Cape Verde,8,1606,3247
Cape Verde,9,1807,3652
Cape Verde,10,2008,4058
Cape Verde,11,2208,4464
Cape Verde,12,2409,4870
Cape Verde,13,2610,5276
Cape Verde,14,2811,5681
Cape Verde,15,3011,6087
Cape Verde,16,3212,6493
Cape Verde,17,3413,6899
Cape Verde,18,3614,7304
Cape Verde,19,3814,7710
Cape Verde,20,4015,8116
Cape Verde,21,4216,8522
Cape Verde,22,4416,8928
Cape Verde,23,4617,9333
Cape Verde,24,4818,9739
Cayman Islands,1,201,406
Cayman Islands,2,402,812
Cayman Islands,3,603,1218
Cayman Islands,4,803,1624
Cayman Islands,5,1004,2029
Cayman Islands,6,1205,2435
Cayman Islands,7,1406,2841
Cayman Islands,8,1606,3247
Cayman Islands,9,1807,3652
Cayman Islands,10,2008,4058
Cayman Islands,11,2208,4464
Cayman Islands,12,2409,4870
Cayman Islands,13,2610,5276
Cayman Islands,14,2811,5681
Cayman Islands,15,3011,6087
Cayman Islands,16,3212,6493
Cayman Islands,17,3413,6899
Cayman Islands,18,3614,7304
Cayman Islands,19,3814,7710
Cayman Islands,20,4015,8116
Cayman Islands,21,4216,8522
Cayman Islands,22,4416,8928
Cayman Islands,23,4617,9333
Cayman Islands,24,4818,9739
Central African Republic,1,201,406
Central African Republic,2,402,812
Central African Republic,3,603,1218
Central African Republic,4,803,1624
Central African Republic,5,1004,2029
Central African Republic,6,1205,2435
Central African Republic,7,1406,2841
Central African Republic,8,1606,3247
Central African Republic,9,1807,3652
Central African Republic,10,2008,4058
Central African Republic,11,2208,4464
Central African Republic,12,2409,4870
Central African Republic,13,2610,5276
Central African Republic,14,2811,5681
Central African Republic,15,3011,6087
Central African Republic,16,3212,6493
Central African Republic,17,3413,6899
Central African Republic,18,3614,7304
Central African Republic,19,3814,7710
Central African Republic,20,4015,8116
Central African Republic,21,4216,8522
Central African Republic,22,4416,8928
Central African Republic,23,4617,9333
Central African Republic,24,4818,9739
Central America (EI),1,201,406
Central America (EI),2,402,812
Central America (EI),3,603,1218
Central America (EI),4,803,1624
Central America (EI),5,1004,2029
Central America (EI),6,1205,2435
